residuos,dia_semana,hora,temperatura,Predicción
29.242094288402665,1,2,17.228026777283645,32.40746100950878
79.07904930055163,2,0,15.875958959312532,31.6987837269711
14.460863583002714,1,20,18.84576332257773,46.97221201705131
16.05757390252428,4,5,22.18964250200142,43.19605433448322
29.1467633876105,7,8,34.054324969992315,58.720916133212825
60.777753004775136,6,15,31.11476819593141,60.22250924398419
67.55306074013198,1,13,24.070143936670327,45.324291864692825
27.891090442777323,2,4,22.553681327031722,39.27039755934122
15.596094059176234,4,16,20.92260880555195,50.54910941061249
75.56103473339653,7,16,23.845998979629,57.69678680112765
79.56377925054532,3,17,34.32208709050852,58.77615568583602
69.79612642022495,6,11,21.858189070888464,50.88151400298937
99.31601706891023,3,22,33.802717705194354,62.15725645780461
6.1240278731777735,4,0,27.253950181065196,42.933284697995184
66.71524194620086,5,17,19.550553019502683,52.0691855898962
84.26781198386142,4,12,21.028113730491697,47.63154091364976
75.28070427090567,6,4,30.35273851339778,51.477291920185266
95.76575642956473,7,9,18.215063439894614,48.60091726857269
38.42623623593505,2,2,19.993154050567917,36.0186139236417
88.4598131495411,1,16,27.19429588919298,49.71027360444273
78.49749467159474,4,17,27.51183643596479,55.817538628085515
35.184367962913164,7,4,25.056168431757328,49.55722741355469
16.4992292864385,2,16,26.794432661644876,51.14989243288329
70.56621973365597,5,13,31.194132072787614,57.06801407622848
71.95005057040616,5,2,24.001871681117265,43.91094617654825
16.42888761386686,2,10,30.454230049103316,49.17598401089657
57.34349251073466,4,19,32.17195345117872,60.50987340681904
81.84494952805115,2,14,27.698535004863167,50.275228510958705
66.09207016788763,1,3,25.490618341371256,38.824003252530346
12.499255558082467,7,23,22.255799141093867,61.83815754223686
45.503181887879784,6,15,23.475709509143165,54.981268767400664
43.0256903165295,4,5,31.92718274430702,49.877085617643964
53.654310515005385,6,6,23.152234481459796,48.03192679915699
95.19913454276167,7,3,22.161196846662392,46.823467074731724
70.70054285014959,7,14,20.43423742998323,53.860962158468375
65.23183306253753,5,9,30.214606653971206,53.40599456911033
10.893595230555054,1,9,17.34697994691199,37.721500045803886
14.091259740536266,5,0,33.01207518341852,48.5979656038753
85.47405755874428,6,1,19.374348592667733,41.70243288029309
27.227616161401478,5,14,16.366723075033295,47.64225813683564
73.3000214134931,1,22,20.15934056891157,49.36844980107443
61.26819326714244,3,17,19.703796210019426,48.74638879926895
15.719929045374714,1,21,26.653767929587865,53.07685725060466
81.54954065382661,6,5,18.52194151023547,44.107543759058984
5.538642409702388,2,0,26.414518216034786,38.92940278697857
14.075276406165349,5,14,27.564342549995768,55.32506551401376
45.71970733876848,3,1,17.921479340267833,35.563695739142304
26.88093074780966,1,11,15.764824326415495,38.13094430809985
